ETIQUETA,NUMERO ANTERIOR,TIPO,DESCRIPCIÓN,MODELO,SERIE
43614,S/N,SCANNER/ MICROSCANNER,"F.F. 55863907-589B-43A3-BD25-32C87618B25A ESCANER CANON: MODELO 4823C001, PANTALLA TACTIL A COLOR, CONECTIVIDAD DE RED USB Y WIFI SUPERSPEED COMPATIBLE CON SISTEMAS OPERATIVOS WINDOWS Y MAC, RESOLUCION 600, ESCANEO DUPLEX 40 PAGINAS POR MINUTO, ALIMENTADOR AUTOMATICO DE 60 HOJAS, COLOR BLANCO. PP 5151 FACT 1001 ",4823C001,KB304681
43615,S/N,SCANNER/ MICROSCANNER,"F.F. 55863907-589B-43A3-BD25-32C87618B25A ESCANER CANON: MODELO 4823C001, PANTALLA TACTIL A COLOR, CONECTIVIDAD DE RED USB Y WIFI SUPERSPEED COMPATIBLE CON SISTEMAS OPERATIVOS WINDOWS Y MAC, RESOLUCION 600, ESCANEO DUPLEX 40 PAGINAS POR MINUTO, ALIMENTADOR AUTOMATICO DE 60 HOJAS, COLOR BLANCO. PP 5151 FACT 1001 ",4823C001,KB304667
43630,S/N,EQUIPO DE CÓMPUTO,"F.F. 1BC4CB96-F37F-4DA7-9C48-A7FBEEF9552F VIDEOWALL  COMPUESTO POR 24 PANELES LED MARCA DAHUA, CON DIMENSIONES DE 13X19, DESTINADOS PARA LA APLICACION EN EL VIDEOWALL DEL CENTRO DE COMANDO, CONTROL, COMUNICACION, COMPUTO, COORDINACION E INTELIGENCIA (C5I) DE TLAXCALA. LA AMPLIACION REQUERIDA ES PARA UN VIDEOWALL DE DIMENSIONES 7X13.   CON LAS SIGUIENTES CARACTERISTICAS Y COMPLEMENTOS:  06, CONTROLADOR (DECODIFICACION) DE VIDEO M704UE 80CH A 4K / 320CH A 1080P / 720CH A 720P/  24, PANEL LED DE PROYECCION LCD 4X1 DE ALTA DISPONIBILIDAD 06, TARJETA CODIFICADORA/DECODIFICADORA 06, SYSTEM MPS, CONTROL DIGITAL SIGNATURE 06. SPLITTER HDMI (01 ENTRADAS/ 04 SALIDAS) 24, BASE/SOPORTE PARA PANEL LED 24, SOPORTE PARA PANTALLAS 24, CABLES DE CONEXION MATRIZ PANEL LED (VIDEOWALL) 01, DRYWALL HANGER RECUBRIMIENTO / ACABADO MURO APARENTE PARA VIDEOWALL, ESTRUCTURA Y SOPORTES EN ACERO REFORZADO MONTAJE DE PANELES LED   *REPRODUCTOR MULTIMEDIA CLIENTE/SERVIDOR  *CAPACIDAD DE DECODIFICACION: 1CH @ 4K @ 60FPS CORTEX-A17 DE CUATRO NUCLEOS HASTA 1,6 GHZ.  *SISTEMA OPERATIVO ANDROID 8.1  *INTERFACES: RJ45, USB, HDMI, WI-FI *CODEC’S SOPORTADOS: AUDIO, VIDEO, IMAGEN, TIEMPO, CLIMA, CUENTA REGRESIVA, TXT, PAGINA WEB, TRANSMISION MEDIOS, PDF *CODIFICACION DE VIDEO: MP4, AVI, MOV, ASF, WMV, RM, RMVB, MKV, JPG, JPEG, GIF, BMP, PNG, MP3, WMA, WAV *GESTION DE HORARIOS DE CONTENIDO ESCALABLE HASTA 1,000 DISPOSITIVOS (LICENCIAMIENTO POR DISPOSITIVO) * ESTANDAR ERGONOMICO PARA RESOLUCION, TAMAÑO DE LETRAS, BRILLO, CONTRASTE, TAMAÑO Y POSICION DE LA PANTALLA, ANGULOS DE VISION DE LOS OPERADORES, POSICIONES DE LOS ESCRITORIOS DE TRABAJO, COMBINACION ADECUADA DE COLORES, DISTANCIA VISUAL DE LOS OPERADORES.  ESPECIFICACIONES TECNICAS REQUERIDAS:  CONFIGURACION DE 7X13, UTILIZANDO PANTALLAS LED DE TAMAÑO 13X19. OPERACION SILENCIOSA: LOS PANELES DEBEN GARANTIZAR UN FUNCIONAMIENTO SIN EMISION DE RUIDOS DISTRACTORES O MOLESTOS. PROTECCION TERMICA: ES ESENCIAL QUE LOS PANELES CUENTEN CON SISTEMAS DE PROTECCION TERMICA ADECUADOS PARA PREVENIR EL SOBRECALENTAMIENTO. DISEÑADO PARA OPERACION CONTINUA: LOS PANELES DEBEN SER APTOS PARA FUNCIONAR DE MANERA ININTERRUMPIDA 24/7/365, ADECUADOS PARA MISIONES CRITICAS. INCLUSION DE MATERIALES Y SERVICIOS ADICIONALES: SE REQUIERE QUE LA ADQUISICION INCLUYA TODOS LOS MATERIALES DIVERSOS, PINTURA Y EL REFORZAMIENTO DE LA ESTRUCTURA NECESARIOS PARA GARANTIZAR LA CORRECTA OPERACION E INSTALACION DE LOS PANELES. ADEMAS DE ACTUALIZACION TECNOLOGICA A LA ULTIMA VERSION (FIRMWARE) DE PANELES LED PARA HOMOLOGAR A UN SOLO SISTEMA DE VIDEO DISTRIBUIDO CON EL ACTUAL VIDEOWALL. PP 5151 FACT A4159.",S/N,AZ4985766 AZ4985767 AZ4985768 AZ4985769 AZ4985770 AZ4985771 AZ4985772 AZ4985773 AZ4985774 AZ4985775 AZ4985777 AZ4985778 AZ4985779 AZ4985780 AZ4985781 AZ4985782 AZ4985783 AZ4985785 AZ4985786 AZ4985788 AZ4985789 AZ4985790 AZ4985791 AZ4985792
43631,S/N,IMPRESORA/ MULTIFUNCIONAL,"F.F. 868CD77F-4C31-FB4B-B8A7-2CBC2BBC8527 IMPRESORA LASER JET PRO: COLOR BLANCO SIMPLE FUNCION HP, LASER JET PRO M501DN BLANCA 200V-240V. 45PPM ENTRADA USB TRES BANDEJAS CAPACIDAD MAXIMA DE HOJAS 650. INCLUYE ACCESORIOS. PANTALLA LCD PARA VISUALIZAR PROCESO. IMPRESION DOBLE FAZ AUTOMATICA. MONOCROMATICA, HP LASER JET PRO M501DN. PP 5151 FACT 466. ",LASER JET PRO M501DN,PHBTT91062
43632,S/N,IMPRESORA/ MULTIFUNCIONAL,"F.F. 868CD77F-4C31-FB4B-B8A7-2CBC2BBC8527 IMPRESORA LASER JET PRO: COLOR BLANCO SIMPLE FUNCION HP, LASER JET PRO M501DN BLANCA 200V-240V. 45PPM ENTRADA USB TRES BANDEJAS CAPACIDAD MAXIMA DE HOJAS 650. INCLUYE ACCESORIOS. PANTALLA LCD PARA VISUALIZAR PROCESO. IMPRESION DOBLE FAZ AUTOMATICA. MONOCROMATICA, HP LASER JET PRO M501DN. PP 5151 FACT 466. ",LASER JET PRO M501DN,PHBTT84376
43806,S/N,EQUIPO ANALIZADOR,F.F. 339E1481-7094-47BF-B32F-715D24092BBA EQUIPO ANALIZADOR DE TIRAS REACTIVAS PARA EXAMEN GENERAL DE ORINA. PP 5311 FACT  339E1481-7094-47BF-B32F-715D24092BBA,S/N,KPS72202401
43950,S/N,CREDENZA,"F.F. D0A34E2F-B7ED-4047-893D-89B82FD748DB CREDENZA: MATERIAL: MELAMINA CON TAPACANTOS GRUESOS 18 MM, COLOR: GRIS, MEDIDAS: 85CM DE ALTOX 150 CM DE LARGO X 45CM FONDO, 2 ESPACIOS LIBRES UNA DIVISION, CHAPA DE SEGURIDAD, PUERTAS LATERALES DE CADA LADO CON UNA DIVISION. PP 5111 FACT FE910. ",S/N,S/N
43951,S/N,CREDENZA,"F.F. D0A34E2F-B7ED-4047-893D-89B82FD748DB CREDENZA: MATERIAL: MELAMINA CON TAPACANTOS GRUESOS 18 MM, COLOR: GRIS, MEDIDAS: 85CM DE ALTOX 150 CM DE LARGO X 45CM FONDO, 2 ESPACIOS LIBRES UNA DIVISION, CHAPA DE SEGURIDAD, PUERTAS LATERALES DE CADA LADO CON UNA DIVISION. PP 5111 FACT FE910.",S/N,S/N
43952,S/N,CREDENZA,"F.F. D0A34E2F-B7ED-4047-893D-89B82FD748DB CREDENZA: MATERIAL: MELAMINA CON TAPACANTOS GRUESOS 18 MM, COLOR: GRIS, MEDIDAS: 85CM DE ALTOX 150 CM DE LARGO X 45CM FONDO, 2 ESPACIOS LIBRES UNA DIVISION, CHAPA DE SEGURIDAD, PUERTAS LATERALES DE CADA LADO CON UNA DIVISION. PP 5111 FACT FE910.",S/N,S/N
43957,S/N,LICENCIA,"F.F. 9990C8E9-E090-4BFB-A9C2-ADCCA1432C9E LICENCIA DE SUSCRIPCION POR 3 AÑOS MAPINFO PRO ADVANCED V2023 SOFTWARE LICENCIA EN INGLES, ENTREGA ELECTRONICA, INCLUYE MANUALES DIGITALES, SOPORTE TECNICO VIA WEB O TELEFONICO, ACTUALIZACIONES DE SOFTWARE DURANTE EL PERIODO DE LICENCIAMIENTO Y CAPACITACION EN EL USO DE LA PLATAFORMA. PP 5971 FACT 4331. ",S/N,S/N
43960,S/N,RETROPROYECTOR/ CAÑON/ PROYECTORES,"F.F. 747B79D0-B455-2B49-95C5-ECEEDC2CB7F3 PROYECTOR INTELIGENTE BENQ EH600 DLP, 1080P 1920X1080, 3500 LUMENES, BLUETOOTH, INALAMBRICO, 3D, CON BOCINAS, DE COLOR BLANCO COMERCIAL. PP 5211 FACT 481. ",EH600,PD57P01250000
43961,S/N,RETROPROYECTOR/ CAÑON/ PROYECTORES,"F.F. 747B79D0-B455-2B49-95C5-ECEEDC2CB7F3 PROYECTOR INTELIGENTE BENQ EH600 DLP, 1080P 1920X1080, 3500 LUMENES, BLUETOOTH, INALAMBRICO, 3D, CON BOCINAS, DE COLOR BLANCO COMERCIAL. PP 5211 FACT 481. ",EH600,PDR8N01245000
43973,S/N,PLESTIMOGRAFO,F.F. 525CD761-6092-4F2D-A879-834112395D69 PLETISMOGRAFO LX6 O LX5000 MARCA LAFAYETTE CLAVE LX6. PP 5321 525CD761-6092-4F2D-A879-834112395D69.,S/N,S/N
43974,S/N,PLESTIMOGRAFO,F.F. 525CD761-6092-4F2D-A879-834112395D69 PLETISMOGRAFO LX6 O LX5000 MARCA LAFAYETTE CLAVE LX6. PP 5321 525CD761-6092-4F2D-A879-834112395D69.,S/N,S/N
43975,S/N,PLESTIMOGRAFO,F.F. 525CD761-6092-4F2D-A879-834112395D69 PLETISMOGRAFO LX6 O LX5000 MARCA LAFAYETTE CLAVE LX6. PP 5321 525CD761-6092-4F2D-A879-834112395D69.,S/N,S/N
43976,S/N,PLESTIMOGRAFO,F.F. 525CD761-6092-4F2D-A879-834112395D69 PLETISMOGRAFO LX6 O LX5000 MARCA LAFAYETTE CLAVE LX6. PP 5321 525CD761-6092-4F2D-A879-834112395D69.,S/N,S/N
43977,S/N,PLESTIMOGRAFO,F.F. 525CD761-6092-4F2D-A879-834112395D69 PLETISMOGRAFO LX6 O LX5000 MARCA LAFAYETTE CLAVE LX6. PP 5321 525CD761-6092-4F2D-A879-834112395D69.,S/N,S/N
44002,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44003,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44004,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44005,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44006,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44007,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44008,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44009,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44010,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44011,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44012,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
44013,S/N,CAMARAS DE SEGURIDAD/ CAMARA DE VIGILANCIA/ SISTEMA DE SEGURIDAD,"F.F. B9E0ED1B-ED64-4849-B4EB-3198D9B204E3 SISTEMA DE GRABACION PORTATIL EN PATRULLA. INTEGRACION AL SISTEMA DE MONITOREO DE PORTERIAS ACTUAL PARA EL SEGUIMIENTO DE ALERTAS. QUE INCLUYA EL SIGUIENTE EQUIPO, SERVICIO: - EQUIPO TIPO NVR CON DISPONIBILIDAD DE ALMACENAMIENTO MAXIMO DE 2TB, 8 CANALES DE VIDEO, MODULO PARA INTERFAZ DE DATOS 3G/4G, SOPORTE PARA MODULO DE RECONOCIMIENTO FACIAL Y ANPR, SISTEMA ANTIVIBRACION PARA USO EXCLUSIVO EN VEHICULO. -4 CAMARAS PARA MONTAJE EN EXTERIOR, CON CARCASA METALICA RESISTENTE AL AGUA Y POLVO CON CERTIFICACION IP67, CON SENSOR CMOS Y UNA RESOLUCION DE 1920X1080 PIXELES, LENTE FIJA CON LONGITUD FOCAL DE 28MM CON ANGULO HORIZONTAL DE VISION 110°, VERTICAL 58° Y DIAGONAL 131°, CON CERTIFICACION E-MARK (ECE-REGULATION NO.10) PARA SU USO EN VEHICULO TIPO PATRULLA Y EN50155 (ENVIRONMENT), QUE GARANTICE SU RESISTENCIA A VIBRACIONES , GOLPES Y TEMPERATURAS. PP 5231 FACT 534 ",S/N,S/N
